Year,Date,Geography Name,CBSA Code,Households,Median Household Income,Industrial Employment,Office Employment,Population,rent,Total Employment,Market Cap Rate,National index,Emp_house_perc,Ind_perc,Rent Burden,Office_perc,Emp_perc,Market Sale Price Index
2025,2025 Q1,Columbus - GA,17980,124467.5977,60702.51629,15086.0635,28802,314565.88,1101.887013,120695.9606,0.07,454.8354113,0.96969784,0.124992282,0.217826953,0.238632675,0.383690566,
2025,2025 Q2,Columbus - GA,17980,124508.686,60956.01895,15071.70196,28802,314387.119,1112.874459,120685.813,0.07,455.7428492,0.969296335,0.124883792,0.219084083,0.23865274,0.383876456,
2025,2025 Q3,Columbus - GA,17980,124564.955,61211.29146,15061.21029,28802,314273.6436,1123.861905,120679.846,0.07,465.6431895,0.968810577,0.124803029,0.220324429,0.238664541,0.383996076,
2025,2025 Q4,Columbus - GA,17980,124628.6384,61534.97846,15054.18767,28802,314223.0233,1134.84935,120676.3373,0.07,477.9795619,0.968287377,0.124748464,0.221308149,0.23867148,0.384046771,
2026,2026 Q1,Columbus - GA,17980,124695.8199,62001.84562,15050.79553,28802,314228.7398,1145.836796,120674.2741,0.07,481.975247,0.967749153,0.124722487,0.221768262,0.23867556,0.384033218,
2026,2026 Q2,Columbus - GA,17980,124761.3237,62312.78128,15050.22431,28802,314281.3099,1156.824242,120673.0609,0.07,487.6811943,0.967231329,0.124719007,0.222777585,0.23867796,0.38396512,
2026,2026 Q3,Columbus - GA,17980,124827.8689,62587.01099,15051.93557,28802,314369.4391,1167.811688,120672.3476,0.069,497.2204814,0.966709988,0.124733925,0.223908125,0.238679371,0.383855212,
2026,2026 Q4,Columbus - GA,17980,124874.351,62776.23364,15055.05451,28802,314481.1183,1178.799134,120671.9281,0.069,501.9042605,0.966346789,0.124760205,0.225333519,0.238680201,0.383717562,
2027,2027 Q1,Columbus - GA,17980,124918.8161,62825.78622,15058.94192,28802,314604.5945,1189.78658,120671.6814,0.068,504.2727648,0.966000841,0.124792675,0.227254441,0.238680688,0.383566177,
2027,2027 Q2,Columbus - GA,17980,124959.7123,62965.72648,15062.94282,28802,314729.1675,1200.774026,120671.5364,0.068,511.7980032,0.965683533,0.12482598,0.228843358,0.238680975,0.383413896,
2027,2027 Q3,Columbus - GA,17980,124994.9018,63107.20227,15066.62954,28802,314845.7827,1211.761472,120671.4511,0.067,520.9392324,0.965410983,0.12485662,0.230419621,0.238681144,0.383271613,
2027,2027 Q4,Columbus - GA,17980,125027.139,63288.8715,15069.67579,28802,314947.4113,1222.748917,120671.4009,0.067,525.2414648,0.96516166,0.124881916,0.231841502,0.238681243,0.383147778,
2013,2013 Q1,Columbus - IN,18020,30792,53408,19136,6443,78962,863,48419,0.079,167.895,1.572453884,0.395216754,0.193903535,0.133067597,0.613193688,130
2013,2013 Q2,Columbus - IN,18020,30956,53075,19180,6306,79074,866,48679,0.079,170.847,1.57252229,0.394009737,0.195798398,0.129542513,0.615613223,130.1
2013,2013 Q3,Columbus - IN,18020,31124,52848,19260,6318,79191,867,48724,0.079,174.843,1.565480015,0.395287743,0.196866485,0.129669157,0.615271937,130
2013,2013 Q4,Columbus - IN,18020,31469,52505,19265,6600,79351,867,49342,0.08,179.585,1.567955766,0.390438166,0.198152557,0.133760285,0.621819511,130.7
2014,2014 Q1,Columbus - IN,18020,31822,52492,19566,6564,79515,859,49377,0.079,178.105,1.551662372,0.396257367,0.196372781,0.132936387,0.620977174,132.3
2014,2014 Q2,Columbus - IN,18020,32180,52598,19855,6869,79675,878,50299,0.079,177.846,1.563051585,0.394739458,0.200311799,0.136563351,0.631302165,134.8
2014,2014 Q3,Columbus - IN,18020,32545,52652,20284,6779,79837,885,50193,0.078,188.242,1.542264557,0.404120096,0.20170174,0.135058674,0.628693463,137.1
2014,2014 Q4,Columbus - IN,18020,32342,53002,20587,6825,80025,863,50541,0.077,197.586,1.562704842,0.407332661,0.195388853,0.135038879,0.631565136,139.7
2015,2015 Q1,Columbus - IN,18020,32139,52991,20766,6779,80208,866,50753,0.076,202.087,1.579171723,0.409158079,0.196108773,0.133568459,0.632767305,142.1
2015,2015 Q2,Columbus - IN,18020,31939,53137,20982,6750,80388,886,50813,0.076,207.296,1.590938977,0.412925826,0.200086569,0.132840021,0.63209683,144.4
2015,2015 Q3,Columbus - IN,18020,31742,53799,21135,7036,80568,886,51599,0.076,210.891,1.625574948,0.409600961,0.197624491,0.136359232,0.640440373,146.1
2015,2015 Q4,Columbus - IN,18020,31844,54447,21404,6815,80721,885,51722,0.075,214.388,1.624230624,0.413827772,0.195052069,0.131762113,0.640750238,147.8
2016,2016 Q1,Columbus - IN,18020,31946,55782,21446,6812,80874,899,51908,0.075,219.31,1.624866963,0.413154042,0.193395719,0.13123218,0.641837921,149.4
2016,2016 Q2,Columbus - IN,18020,32050,57051,21150,6877,81029,913,51812,0.075,224.233,1.616599064,0.408206593,0.192038702,0.13272987,0.639425391,151
2016,2016 Q3,Columbus - IN,18020,32150,58024,21016,6982,81174,914,51823,0.075,228.674,1.611912908,0.405534222,0.189025231,0.134727824,0.638418705,152.4
2016,2016 Q4,Columbus - IN,18020,32096,59102,20952,7122,81141,911,52135,0.075,230.972,1.624345713,0.401879735,0.18496836,0.136606886,0.642523508,154.3
2017,2017 Q1,Columbus - IN,18020,32042,59960,21238,7363,81105,933,52780,0.074,232.78,1.647213033,0.402387268,0.186724483,0.1395036,0.650761359,156.2
2017,2017 Q2,Columbus - IN,18020,31983,60589,20860,7305,81060,938,52320,0.074,237.067,1.635869055,0.398700306,0.185776296,0.13962156,0.645447816,157.5
2017,2017 Q3,Columbus - IN,18020,31924,61141,20797,7091,81014,937,52109,0.074,242.658,1.632282922,0.399105721,0.183902782,0.13608014,0.643209816,158.5
2017,2017 Q4,Columbus - IN,18020,32002,61533,21064,7218,81107,931,52321,0.074,248.088,1.634929067,0.402591694,0.181561114,0.137956079,0.645086121,159.7
2018,2018 Q1,Columbus - IN,18020,32076,61290,21345,7089,81194,942,52509,0.074,252.75,1.637018331,0.406501743,0.184434655,0.135005428,0.646710348,161.9
2018,2018 Q2,Columbus - IN,18020,32151,61260,21785,7179,81280,962,53010,0.074,257.333,1.648782308,0.410960196,0.188442703,0.135427278,0.652189961,164.2
2018,2018 Q3,Columbus - IN,18020,32225,61498,21971,7157,81364,967,53082,0.073,261.677,1.647230411,0.413906786,0.188689063,0.134829132,0.652401554,166.2
2018,2018 Q4,Columbus - IN,18020,32324,62047,21848,7187,81548,952,52947,0.073,264.098,1.63800891,0.412639054,0.184118491,0.135739513,0.649274047,167.7
2019,2019 Q1,Columbus - IN,18020,32422,64601,21659,7278,81728,963,52929,0.073,268.928,1.632502622,0.409208562,0.17888268,0.137504959,0.647623825,170.6
2019,2019 Q2,Columbus - IN,18020,32518,67467,21965,7333,81904,969,53162,0.072,275.507,1.634848392,0.413171062,0.172350927,0.137936872,0.649076968,173.8
2019,2019 Q3,Columbus - IN,18020,32616,70204,21913,7221,82084,975,53145,0.072,280.896,1.629415011,0.412324772,0.166657171,0.135873553,0.647446518,177.1
2019,2019 Q4,Columbus - IN,18020,32612,72555,21833,7148,82135,971,53140,0.071,286.641,1.629461548,0.410858111,0.16059541,0.134512608,0.646983625,178.9
2020,2020 Q1,Columbus - IN,18020,32606,73996,21929,7067,82180,982,53552,0.071,290.232,1.642397105,0.409489842,0.159251851,0.131965193,0.651642735,181.1
2020,2020 Q2,Columbus - IN,18020,32607,72320,18459,5660,82208,983,45063,0.07,296.687,1.382003864,0.409626523,0.163108407,0.125601935,0.54815833,183.4
2020,2020 Q3,Columbus - IN,18020,32550,71972,20212,6341,82163,977,49352,0.069,306.226,1.516190476,0.409547739,0.162896682,0.128485168,0.600659664,186.2
2020,2020 Q4,Columbus - IN,18020,32543,71881,20196,6795,82243,973,49589,0.068,312.208,1.523799281,0.407267741,0.162435136,0.137026357,0.602957091,189.9
2021,2021 Q1,Columbus - IN,18020,32528,70618,20326,6433,82304,967,49452,0.068,323.102,1.520290212,0.411024832,0.164320711,0.13008574,0.600845645,194.9
2021,2021 Q2,Columbus - IN,18020,32518,72535,20134,6389,82378,1000,49455,0.066,343.6,1.520849991,0.407117582,0.165437375,0.129188151,0.600342324,200.3
2021,2021 Q3,Columbus - IN,18020,32521,72926,20003,6267,82481,1018,48980,0.066,367.994,1.506103748,0.40839118,0.167512273,0.127950184,0.593833731,205
2021,2021 Q4,Columbus - IN,18020,32623,73564,20405,6299,82554,1021,49818,0.065,386.256,1.52708212,0.409590911,0.166548855,0.126440242,0.603459554,208.8
2022,2022 Q1,Columbus - IN,18020,32718,75397,20539,6407,82607,1047,50271,0.065,402.165,1.536493673,0.408565575,0.16663793,0.127449225,0.608556176,213.1
2022,2022 Q2,Columbus - IN,18020,32803,76744,20891,6401,82635,1087,50458,0.065,419.555,1.538212968,0.414027508,0.169967685,0.126857981,0.610612936,216.9
2022,2022 Q3,Columbus - IN,18020,32897,78263,20756,6347,82684,1093,50580,0.065,415.703,1.537526218,0.410359826,0.167588771,0.125484381,0.611726573,220.2
2022,2022 Q4,Columbus - IN,18020,32938,79484,21022,6521,82752,1098,51387,0.064,408.117,1.560112939,0.409091794,0.165769211,0.1268998,0.620975928,221.8
2023,2023 Q1,Columbus - IN,18020,32970.1325,80002.754,20921.04396,6587.99271,82856.53129,1113.044512,50969.41604,0.064,415.1453299,1.54592694,0.410462697,0.16695093,0.129253839,0.615152665,
2023,2023 Q2,Columbus - IN,18020,32996.90549,79981.79704,20847.6311,6635.511089,82987.39654,1134.241648,50936.77682,0.064,416.2812335,1.543683448,0.409284458,0.170174968,0.130269552,0.61378931,
2023,2023 Q3,Columbus - IN,18020,33008.15284,79955.94746,20794.24699,6669.216193,83120.92519,1140.496697,50909.29256,0.066,416.7814935,1.542324795,0.408456805,0.17116876,0.131001942,0.612472641,
2023,2023 Q4,Columbus - IN,18020,33043.08546,79946.32188,20755.42733,6693.123449,83228.4391,1146.312274,50886.1491,0.068,428.1130682,1.539993871,0.407879702,0.172062291,0.131531341,0.611403381,
2024,2024 Q1,Columbus - IN,18020,33075.81137,80250.42997,20727.19858,6710.081027,83334.46794,1156.542144,50866.66085,0.07,438.5034891,1.537880969,0.407481015,0.172939955,0.131915107,0.61039162,
2024,2024 Q2,Columbus - IN,18020,33105.15471,80913.64821,20706.6713,6722.10915,83439.22955,1169.475926,50850.25053,0.072,441.09807,1.536022138,0.407208835,0.173440593,0.132194219,0.609428572,
2024,2024 Q3,Columbus - IN,18020,33138.18317,81734.88033,20691.74435,6730.640778,83542.90981,1175.843063,50836.43201,0.074,442.2577244,1.534074205,0.407025897,0.172632745,0.132397977,0.608506839,
2024,2024 Q4,Columbus - IN,18020,33151.64364,82570.72574,20680.88982,6736.692319,83645.66732,1182.017064,50824.79595,0.075,449.5007219,1.533100334,0.406905516,0.171782489,0.132547356,0.607620186,
2025,2025 Q1,Columbus - IN,18020,33162.02445,83356.24964,20672.99666,6740.984718,83747.63743,1190.131028,50814.99766,0.075,454.8354113,1.532324956,0.406828645,0.171331752,0.132657385,0.606763357,
2025,2025 Q2,Columbus - IN,18020,33170.60844,84083.71885,20667.25694,6744.029345,83848.93564,1199.433288,50806.74689,0.075,455.7428492,1.531679679,0.406781741,0.171177009,0.132738854,0.605931924,
2025,2025 Q3,Columbus - IN,18020,33173.56269,84772.02693,20663.08315,6746.18892,83949.6605,1205.849685,50799.79922,0.075,465.6431895,1.531333843,0.406755213,0.170695414,0.132799519,0.605122152,
2025,2025 Q4,Columbus - IN,18020,33185.54459,85443.90109,20660.04807,6747.720721,84049.89611,1212.181203,50793.94886,0.075,477.9795619,1.53060465,0.406742309,0.170242396,0.132844972,0.604330894,
2026,2026 Q1,Columbus - IN,18020,33196.83979,86115.00588,20657.84103,6748.807237,84149.71423,1219.365283,50789.02248,0.075,481.975247,1.529935464,0.406738307,0.169916767,0.13287925,0.603555496,
2026,2026 Q2,Columbus - IN,18020,33206.99031,86792.11982,20656.23612,6749.57791,84249.1761,1227.071588,50784.87416,0.075,487.6811943,1.529342879,0.406739929,0.169656636,0.13290528,0.602793719,
2026,2026 Q3,Columbus - IN,18020,33218.62682,87475.7624,20655.06907,6750.124554,84348.33396,1233.509633,50781.38102,0.074,497.2204814,1.528701993,0.406744926,0.169213908,0.132925187,0.602043676,
2026,2026 Q4,Columbus - IN,18020,33223.02979,88163.66394,20654.22042,6750.512292,84447.23242,1239.910376,50778.43957,0.074,501.9042605,1.528410861,0.406751775,0.168764816,0.132940523,0.601303774,
2027,2027 Q1,Columbus - IN,18020,33226.36069,88853.26377,20653.6033,6750.787318,84545.90952,1246.685797,50775.96269,0.073,504.2727648,1.528183094,0.406759463,0.168370062,0.132952424,0.600572671,
2027,2027 Q2,Columbus - IN,18020,33229.08951,89542.8553,20653.15454,6750.982395,84644.39773,1253.690722,50773.877,0.073,511.7980032,1.527994831,0.406767333,0.168012161,0.132961727,0.599849232,
2027,2027 Q3,Columbus - IN,18020,33229.77223,90231.73511,20652.82822,6751.120765,84742.72476,1260.138281,50772.12072,0.072,520.9392324,1.527910585,0.406774977,0.167586929,0.132969052,0.599132502,
2027,2027 Q4,Columbus - IN,18020,33233.88877,90919.88284,20652.59092,6751.218911,84840.91425,1266.569446,50770.64182,0.072,525.2414648,1.527676829,0.406782152,0.167167322,0.132974858,0.598421673,
2013,2013 Q1,Columbus - OH,18140,776735,53836,100926,237124,1964772,837,980415,0.078,167.895,1.262225856,0.102942121,0.18656661,0.241860845,0.49899683,145.6
2013,2013 Q2,Columbus - OH,18140,778108,53970,101923,240349,1971589,843,986681,0.078,170.847,1.268051479,0.103298837,0.187437465,0.243593421,0.500449637,146.2
2013,2013 Q3,Columbus - OH,18140,779535,54210,102290,241579,1978561,848,991341,0.078,174.843,1.271708134,0.103183466,0.187714444,0.243689104,0.501041413,146.8
2013,2013 Q4,Columbus - OH,18140,783182,54079,103240,243607,1985586,846,998250,0.078,179.585,1.274607946,0.103420987,0.187725365,0.24403406,0.502748307,148.5
2014,2014 Q1,Columbus - OH,18140,786880,54512,103210,247653,1992723,848,1002035,0.078,178.105,1.273427969,0.103000394,0.186674494,0.24715005,0.502847109,152.1
2014,2014 Q2,Columbus - OH,18140,790552,55002,103895,249661,1999776,858,1008997,0.076,177.846,1.276319584,0.102968592,0.187193193,0.247434829,0.50455501,155.5
2014,2014 Q3,Columbus - OH,18140,794248,55629,104899,252962,2006874,863,1017963,0.075,188.242,1.28166895,0.10304795,0.186161894,0.248498226,0.507238123,160.1
2014,2014 Q4,Columbus - OH,18140,796341,56371,105574,255864,2013514,860,1025569,0.074,197.586,1.287851561,0.102941879,0.183072857,0.24948492,0.50934287,163.1
2015,2015 Q1,Columbus - OH,18140,798375,56881,106237,254101,2020017,861,1029570,0.074,202.087,1.289581963,0.103185796,0.181642376,0.246803034,0.509683829,166.4
2015,2015 Q2,Columbus - OH,18140,800385,57368,107113,255619,2026470,879,1036084,0.073,207.296,1.294482031,0.103382544,0.18386557,0.246716482,0.511275272,168.7
2015,2015 Q3,Columbus - OH,18140,802391,57776,107667,256831,2032922,891,1041249,0.073,210.891,1.297682801,0.10340178,0.18505954,0.246656659,0.512193286,171
2015,2015 Q4,Columbus - OH,18140,804246,58192,108540,257902,2039121,890,1044830,0.073,214.388,1.299142302,0.103882928,0.183530382,0.246836327,0.512392349,174
2016,2016 Q1,Columbus - OH,18140,806100,58697,109188,260287,2045332,897,1054480,0.072,219.31,1.308125543,0.103546772,0.183382456,0.2468392,0.515554443,176.4
2016,2016 Q2,Columbus - OH,18140,807976,59157,109116,262970,2051608,913,1058053,0.072,224.233,1.309510431,0.103129049,0.185202089,0.248541425,0.51571889,179.9
2016,2016 Q3,Columbus - OH,18140,809750,59694,108958,265076,2057638,917,1064495,0.071,228.674,1.314597098,0.102356516,0.184340135,0.24901573,0.517338327,183.4
2016,2016 Q4,Columbus - OH,18140,812237,60294,109412,265097,2065389,920,1071728,0.071,230.972,1.319476951,0.102089336,0.183102796,0.247354739,0.518898861,189.4
2017,2017 Q1,Columbus - OH,18140,814695,61124,111190,265671,2073087,932,1078607,0.07,232.78,1.323939634,0.103086666,0.182972319,0.24630936,0.520290272,193.8
2017,2017 Q2,Columbus - OH,18140,817049,62137,112226,265994,2080533,944,1084476,0.07,237.067,1.327308399,0.103484079,0.182306838,0.245274215,0.521249122,198.6
2017,2017 Q3,Columbus - OH,18140,819380,63059,112571,265589,2087941,948,1086644,0.069,242.658,1.32617833,0.103595106,0.18040248,0.244412153,0.520438078,200.2
2017,2017 Q4,Columbus - OH,18140,822722,63764,113282,266472,2093395,951,1089216,0.069,248.088,1.323917435,0.104003246,0.178972461,0.24464569,0.520310787,203.1
2018,2018 Q1,Columbus - OH,18140,826008,63890,114243,267973,2098692,960,1093326,0.068,252.75,1.323626406,0.10449125,0.180309908,0.2450989,0.52095591,205.8
2018,2018 Q2,Columbus - OH,18140,829296,63833,115248,268868,2103979,978,1099204,0.068,257.333,1.32546642,0.10484678,0.183854746,0.244602458,0.522440576,208.9
2018,2018 Q3,Columbus - OH,18140,832564,63889,116344,269077,2109198,978,1102868,0.068,261.677,1.32466453,0.105492226,0.183693594,0.243979334,0.522885002,211.5
2018,2018 Q4,Columbus - OH,18140,836456,64052,116906,269407,2114069,974,1103435,0.068,264.098,1.319178773,0.105947337,0.182476738,0.244153031,0.521948432,214.7
2019,2019 Q1,Columbus - OH,18140,840333,64823,117127,269632,2118866,985,1106609,0.067,268.928,1.316869622,0.105843166,0.182342687,0.24365607,0.52226474,219.1
2019,2019 Q2,Columbus - OH,18140,844183,65612,117205,271416,2123554,996,1111476,0.066,275.507,1.316629214,0.10544987,0.1821618,0.244194207,0.52340369,223.9
2019,2019 Q3,Columbus - OH,18140,848085,66304,118030,270013,2128337,1004,1114422,0.066,280.896,1.314045172,0.105911405,0.181708494,0.242289725,0.523611627,228.4
2019,2019 Q4,Columbus - OH,18140,845913,67207,118630,269775,2132122,1007,1121517,0.065,286.641,1.325806555,0.105776373,0.179802699,0.240544726,0.526009769,233.1
2020,2020 Q1,Columbus - OH,18140,843692,67967,119109,268852,2135753,1017,1121787,0.064,290.232,1.329616732,0.106177911,0.179557727,0.239664036,0.525241917,238.2
2020,2020 Q2,Columbus - OH,18140,841636,67785,109564,252999,2138926,1026,1009484,0.063,296.687,1.199430633,0.108534657,0.181633105,0.2506221,0.471958357,242.7
2020,2020 Q3,Columbus - OH,18140,844467,68318,114111,259528,2141208,1033,1063029,0.062,306.226,1.258816508,0.107345143,0.181445593,0.244140094,0.496462277,246.7
2020,2020 Q4,Columbus - OH,18140,847394,68841,115697,264378,2143701,1035,1076094,0.062,312.208,1.269886263,0.1075157,0.180415741,0.245682998,0.50197952,249.9
2021,2021 Q1,Columbus - OH,18140,850144,69058,116799,266708,2145710,1053,1091860,0.062,323.102,1.284323597,0.106972506,0.182976628,0.244269412,0.508857208,255.5
2021,2021 Q2,Columbus - OH,18140,853040,70427,116843,264311,2148058,1092,1093414,0.061,343.6,1.281785145,0.106860713,0.186065003,0.241730031,0.50902443,261.6
2021,2021 Q3,Columbus - OH,18140,856260,71162,116969,267796,2151184,1111,1101716,0.061,367.994,1.286660594,0.10616983,0.18734718,0.243071717,0.51214401,269.4
2021,2021 Q4,Columbus - OH,18140,860065,71839,117870,269134,2155870,1124,1106843,0.06,386.256,1.286929476,0.106492068,0.18775317,0.24315463,0.513408972,274.5
2022,2022 Q1,Columbus - OH,18140,863914,72751,119633,264923,2160620,1151,1115376,0.06,402.165,1.291072954,0.107258001,0.18985306,0.237519007,0.516229601,282.6
2022,2022 Q2,Columbus - OH,18140,867527,73576,119607,264735,2164734,1189,1124165,0.06,419.555,1.295827104,0.106396303,0.193921931,0.235494789,0.519308608,289.7
2022,2022 Q3,Columbus - OH,18140,871089,74303,120285,266169,2168684,1187,1126735,0.059,415.703,1.293478623,0.10675536,0.191701546,0.236230347,0.519547799,298.5
2022,2022 Q4,Columbus - OH,18140,873242,74905,120608,267278,2173147,1182,1136418,0.058,408.117,1.301378083,0.106129963,0.189359856,0.235193388,0.522936552,302.9
2023,2023 Q1,Columbus - OH,18140,875090.2827,75374.09506,121149.6283,267278,2177610,1202.35355,1137804.341,0.058,415.1453299,1.300213662,0.10647668,0.191421769,0.23490682,0.522501431,
2023,2023 Q2,Columbus - OH,18140,876794.0407,75371.77559,121650.2067,267278,2182073,1236.14309,1141706.959,0.058,416.2812335,1.302138137,0.106551165,0.196807319,0.234103855,0.523221248,
2023,2023 Q3,Columbus - OH,18140,878830.2792,75700.40352,122150.7851,267278,2186536,1240.566693,1145609.577,0.06,416.7814935,1.303561796,0.106625143,0.196654174,0.23330636,0.523938127,
2023,2023 Q4,Columbus - OH,18140,881188.2911,76141.9835,122651.3635,267278,2190999,1240.984339,1149512.195,0.061,428.1130682,1.304502348,0.106698619,0.195579513,0.23251428,0.524652086,
2024,2024 Q1,Columbus - OH,18140,883796.9588,76581.04547,123151.942,267278,2195462,1262.034809,1153414.813,0.063,438.5034891,1.305067642,0.106771597,0.197756738,0.23172756,0.525363141,
2024,2024 Q2,Columbus - OH,18140,886465.9589,77426.40897,123652.5204,267278,2199925,1295.824349,1157317.431,0.065,441.09807,1.305540748,0.106844084,0.200834475,0.230946146,0.526071312,
2024,2024 Q3,Columbus - OH,18140,889071.5172,78052.08721,124153.0988,267278,2204388,1300.247951,1161220.049,0.067,442.2577244,1.306104207,0.106916083,0.199904653,0.230169984,0.526776615,
2024,2024 Q4,Columbus - OH,18140,891557.1271,78642.20611,124653.6773,267278,2208851,1300.665597,1165122.667,0.068,449.5007219,1.306840169,0.1069876,0.198468328,0.229399022,0.527479068,
2025,2025 Q1,Columbus - OH,18140,893945.3385,79291.5109,125154.2557,267278,2213314,1321.716067,1169025.285,0.068,454.8354113,1.307714504,0.107058639,0.200028889,0.228633207,0.528178688,
2025,2025 Q2,Columbus - OH,18140,896290.3138,79824.73856,125654.8341,267278,2217777,1355.505607,1172927.903,0.068,455.7428492,1.308647304,0.107129205,0.203772259,0.227872488,0.528875492,
2025,2025 Q3,Columbus - OH,18140,898644.9712,80387.58758,126155.4125,267278,2222240,1359.92921,1176830.521,0.068,465.6431895,1.309561127,0.107199304,0.20300585,0.227116815,0.529569498,
2025,2025 Q4,Columbus - OH,18140,901036.7281,80929.47557,126655.991,267278,2226703,1360.346856,1180733.139,0.068,477.9795619,1.310416215,0.107268939,0.20170849,0.226366137,0.530260721,
2026,2026 Q1,Columbus - OH,18140,903466.2778,81425.80224,127156.5694,267278,2231166,1381.397326,1184635.757,0.068,481.975247,1.311211925,0.107338115,0.203581266,0.225620406,0.530949179,
2026,2026 Q2,Columbus - OH,18140,905917.3782,81837.56916,127657.1478,267278,2235629,1415.186866,1188538.375,0.067,487.6811943,1.311972155,0.107406837,0.207511569,0.224879571,0.531634889,
2026,2026 Q3,Columbus - OH,18140,908370.7848,82321.15261,128157.7263,267278,2240092,1419.610468,1192440.993,0.067,497.2204814,1.31272495,0.107475109,0.206937404,0.224143586,0.532317866,
2026,2026 Q4,Columbus - OH,18140,910813.7564,82836.64898,128658.3047,267278,2244555,1420.028115,1196343.611,0.066,501.9042605,1.313488738,0.107542936,0.205710125,0.223412402,0.532998127,
2027,2027 Q1,Columbus - OH,18140,913243.1268,83362.40031,129158.8831,267278,2249018,1441.078585,1200246.229,0.066,504.2727648,1.314268012,0.107610322,0.207442959,0.222685974,0.533675688,
2027,2027 Q2,Columbus - OH,18140,915662.9153,84005.04779,129659.4616,267278,2253481,1474.868124,1204148.847,0.065,511.7980032,1.315056913,0.107677271,0.210682786,0.221964254,0.534350566,
2027,2027 Q3,Columbus - OH,18140,918079.7624,84578.28629,130160.04,267278,2257944,1479.291727,1208051.465,0.065,520.9392324,1.315845872,0.107743787,0.209882483,0.221247197,0.535022775,
2027,2027 Q4,Columbus - OH,18140,920498.9912,85135.46276,130660.6184,267278,2262407,1479.709373,1211954.083,0.064,525.2414648,1.31662728,0.107809875,0.208567757,0.220534758,0.535692333,
2013,2013 Q1,Corpus Christi - TX,18580,163018,49071,34181,23997,438550,850,189253,0.073,167.895,1.160933148,0.180610083,0.207862077,0.126798518,0.431542584,139.7
2013,2013 Q2,Corpus Christi - TX,18580,164069,48976,34594,24085,439921,863,190156,0.072,170.847,1.159000177,0.181924315,0.211450506,0.126659164,0.432250336,141.2
2013,2013 Q3,Corpus Christi - TX,18580,165139,48956,34997,23934,441325,876,190805,0.073,174.843,1.155420585,0.183417625,0.214723425,0.125436964,0.432345777,142.3
2013,2013 Q4,Corpus Christi - TX,18580,165147,48688,35380,23687,442355,879,191750,0.073,179.585,1.161086789,0.184511082,0.216644758,0.123530639,0.433475376,143.6
2014,2014 Q1,Corpus Christi - TX,18580,165163,49418,35671,23824,443409,884,192387,0.072,178.105,1.164831106,0.185412736,0.214658626,0.123833731,0.433881586,144.9
2014,2014 Q2,Corpus Christi - TX,18580,165171,50233,35608,24200,444442,895,192756,0.072,177.846,1.167008736,0.184730955,0.213803675,0.125547324,0.433703385,148.1
2014,2014 Q3,Corpus Christi - TX,18580,165182,51193,36126,24807,445484,903,194358,0.071,188.242,1.176629415,0.185873491,0.211669564,0.1276356,0.436285029,152
2014,2014 Q4,Corpus Christi - TX,18580,165306,52050,36129,25285,446427,906,195451,0.069,197.586,1.182358777,0.1848494,0.208876081,0.129367463,0.437811781,157.6
2015,2015 Q1,Corpus Christi - TX,18580,165417,51828,35493,25242,447338,914,194666,0.068,202.087,1.176819795,0.182327679,0.211623061,0.129668252,0.435165356,161.8
2015,2015 Q2,Corpus Christi - TX,18580,165524,51307,34819,25088,448236,926,194208,0.07,207.296,1.173292091,0.179287156,0.216578634,0.129181084,0.433271759,164.5
2015,2015 Q3,Corpus Christi - TX,18580,165629,50745,34653,25585,449134,939,194634,0.07,210.891,1.175120299,0.178041863,0.222051434,0.131451853,0.433353966,166
2015,2015 Q4,Corpus Christi - TX,18580,165470,50253,33502,25377,449340,930,193533,0.069,214.388,1.169595697,0.173107429,0.222076294,0.131124924,0.430705034,168
2016,2016 Q1,Corpus Christi - TX,18580,165311,50923,33417,24978,449549,930,192833,0.069,219.31,1.166486199,0.173295027,0.21915441,0.129531771,0.428947679,169.2
2016,2016 Q2,Corpus Christi - TX,18580,165158,51845,33516,24773,449771,929,192316,0.07,224.233,1.164436479,0.174275671,0.215025557,0.128814035,0.427586483,172
2016,2016 Q3,Corpus Christi - TX,18580,164984,52844,34377,24386,449939,930,193953,0.068,228.674,1.175586724,0.177243971,0.211187647,0.125731492,0.4310651,173.3
2016,2016 Q4,Corpus Christi - TX,18580,164769,53775,34368,24184,449660,918,193625,0.069,230.972,1.175130031,0.17749774,0.204853556,0.124901227,0.430603122,175.4
2017,2017 Q1,Corpus Christi - TX,18580,164549,53639,35067,24409,449368,911,194337,0.069,232.78,1.181028144,0.18044428,0.203806932,0.125601404,0.432467376,176
2017,2017 Q2,Corpus Christi - TX,18580,164309,53355,34866,24640,449023,919,194528,0.069,237.067,1.183915671,0.179233838,0.206691032,0.12666557,0.433225024,177.8
2017,2017 Q3,Corpus Christi - TX,18580,164066,52751,34161,25240,448669,928,192265,0.068,242.658,1.171875952,0.177676644,0.211105003,0.131277144,0.428523031,179.3
2017,2017 Q4,Corpus Christi - TX,18580,164216,52193,34419,25720,447980,932,192432,0.069,248.088,1.171822478,0.178863183,0.214281609,0.133657604,0.429554891,180.8
2018,2018 Q1,Corpus Christi - TX,18580,164354,52423,34327,26377,447257,938,193620,0.068,252.75,1.178066856,0.177290569,0.214714915,0.136230761,0.432905466,182.7
2018,2018 Q2,Corpus Christi - TX,18580,164491,52801,33860,26810,446534,951,194403,0.068,257.333,1.181845815,0.174174267,0.21613227,0.137909394,0.435359905,184.1
